USER_ID,ITEM_ID,TIMESTAMP
15889,ind_tjcr_fin_ult1,1422403200
15889,ind_valo_fin_ult1,1422403200
15889,ind_cco_fin_ult1,1422403200
15889,ind_ctpp_fin_ult1,1422403200
15890,ind_ctpp_fin_ult1,1422403200
15890,ind_plan_fin_ult1,1422403200
15890,ind_cno_fin_ult1,1422403200
15890,ind_nom_pens_ult1,1422403200
15890,ind_ecue_fin_ult1,1422403200
15890,ind_nomina_ult1,1422403200
15890,ind_recibo_ult1,1422403200
15890,ind_tjcr_fin_ult1,1422403200
15891,ind_cco_fin_ult1,1438041600
15892,ind_valo_fin_ult1,1422403200
15892,ind_ecue_fin_ult1,1422403200
15892,ind_recibo_ult1,1422403200
15892,ind_dela_fin_ult1,1422403200
15892,ind_tjcr_fin_ult1,1422403200
15892,ind_reca_fin_ult1,1422403200
15892,ind_cno_fin_ult1,1422403200
15892,ind_cco_fin_ult1,1435449600
15893,ind_valo_fin_ult1,1422403200
15893,ind_dela_fin_ult1,1422403200
15894,ind_dela_fin_ult1,1422403200
15894,ind_reca_fin_ult1,1422403200
15894,ind_recibo_ult1,1422403200
15894,ind_valo_fin_ult1,1422403200
15894,ind_nom_pens_ult1,1422403200
15894,ind_ecue_fin_ult1,1422403200
15894,ind_cco_fin_ult1,1422403200
15894,ind_tjcr_fin_ult1,1422403200
15894,ind_cno_fin_ult1,1422403200
15894,ind_nomina_ult1,1422403200
15895,ind_plan_fin_ult1,1422403200
15895,ind_cno_fin_ult1,1422403200
15895,ind_reca_fin_ult1,1422403200
15895,ind_dela_fin_ult1,1422403200
15895,ind_valo_fin_ult1,1422403200
15895,ind_cco_fin_ult1,1422403200
15895,ind_ecue_fin_ult1,1422403200
15895,ind_recibo_ult1,1422403200
15895,ind_tjcr_fin_ult1,1422403200
15896,ind_cco_fin_ult1,1435449600
15896,ind_ctop_fin_ult1,1440720000
15896,ind_ecue_fin_ult1,1456617600
15896,ind_valo_fin_ult1,1459123200
15897,ind_nom_pens_ult1,1422403200
15897,ind_ctop_fin_ult1,1422403200
15897,ind_ecue_fin_ult1,1422403200
15897,ind_cno_fin_ult1,1422403200
15897,ind_plan_fin_ult1,1422403200
15897,ind_cco_fin_ult1,1422403200
15897,ind_valo_fin_ult1,1422403200
15897,ind_recibo_ult1,1422403200
15897,ind_fond_fin_ult1,1422403200
15897,ind_reca_fin_ult1,1422403200
15897,ind_tjcr_fin_ult1,1422403200
15899,ind_plan_fin_ult1,1422403200
15899,ind_cco_fin_ult1,1422403200
15899,ind_ctpp_fin_ult1,1422403200
15899,ind_valo_fin_ult1,1422403200
15899,ind_recibo_ult1,1422403200
15899,ind_ctop_fin_ult1,1422403200
15900,ind_ctop_fin_ult1,1422403200
15900,ind_cno_fin_ult1,1422403200
15900,ind_recibo_ult1,1422403200
15900,ind_reca_fin_ult1,1422403200
15901,ind_valo_fin_ult1,1422403200
15901,ind_ctpp_fin_ult1,1422403200
15901,ind_recibo_ult1,1422403200
15901,ind_tjcr_fin_ult1,1422403200
15901,ind_cco_fin_ult1,1422403200
15901,ind_fond_fin_ult1,1422403200
15901,ind_ecue_fin_ult1,1422403200
15902,ind_dela_fin_ult1,1422403200
15902,ind_cco_fin_ult1,1422403200
15903,ind_ctop_fin_ult1,1422403200
15903,ind_tjcr_fin_ult1,1422403200
15903,ind_cco_fin_ult1,1422403200
15906,ind_nom_pens_ult1,1422403200
15906,ind_ctop_fin_ult1,1422403200
15906,ind_recibo_ult1,1422403200
15906,ind_ctpp_fin_ult1,1422403200
15906,ind_dela_fin_ult1,1422403200
15906,ind_hip_fin_ult1,1422403200
15906,ind_cno_fin_ult1,1422403200
15906,ind_tjcr_fin_ult1,1427500800
15907,ind_recibo_ult1,1422403200
15907,ind_tjcr_fin_ult1,1422403200
15907,ind_fond_fin_ult1,1422403200
15907,ind_reca_fin_ult1,1422403200
15907,ind_cco_fin_ult1,1422403200
15907,ind_plan_fin_ult1,1422403200
15907,ind_ctop_fin_ult1,1422403200
15907,ind_valo_fin_ult1,1422403200
15908,ind_valo_fin_ult1,1422403200
15908,ind_ctpp_fin_ult1,1422403200
15908,ind_recibo_ult1,1422403200
15908,ind_cco_fin_ult1,1422403200
15908,ind_cno_fin_ult1,1422403200
15908,ind_ecue_fin_ult1,1422403200
15908,ind_nom_pens_ult1,1422403200
15908,ind_nomina_ult1,1422403200
15908,ind_dela_fin_ult1,1422403200
15908,ind_tjcr_fin_ult1,1422403200
15908,ind_plan_fin_ult1,1422403200
15911,ind_cco_fin_ult1,1422403200
15911,ind_dela_fin_ult1,1422403200
15911,ind_ecue_fin_ult1,1422403200
15911,ind_tjcr_fin_ult1,1422403200
15911,ind_cno_fin_ult1,1422403200
15911,ind_valo_fin_ult1,1422403200
15911,ind_recibo_ult1,1422403200
15911,ind_plan_fin_ult1,1422403200
15911,ind_deme_fin_ult1,1430179200
15913,ind_ecue_fin_ult1,1422403200
15913,ind_recibo_ult1,1422403200
15913,ind_plan_fin_ult1,1422403200
15913,ind_tjcr_fin_ult1,1422403200
15913,ind_ctop_fin_ult1,1448668800
15913,ind_cco_fin_ult1,1451260800
15913,ind_valo_fin_ult1,1453939200
15914,ind_hip_fin_ult1,1422403200
